example_id,example_number,type,level,gold_verdict,pipeline_verdict,verdict_correct,model_name,model_vote,correct_count,incorrect_count,uncertain_count
5a7b3a2455429927d897bf5c,1692,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b3b4f5542992d025e67ac,1833,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b3b4f5542992d025e67ac,1833,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b3b4f5542992d025e67ac,1833,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b3d565542992d025e67b6,741,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b3d565542992d025e67b6,741,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b3d565542992d025e67b6,741,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b3ec95542995eb53be8d3,1114,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b3ec95542995eb53be8d3,1114,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b3ec95542995eb53be8d3,1114,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b3f4d5542992d025e67bb,174,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b3f4d5542992d025e67bb,174,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b3f4d5542992d025e67bb,174,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b3fc155429931da12ca3a,2854,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7b3fc155429931da12ca3a,2854,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b3fc155429931da12ca3a,2854,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7b4073554299042af8f733,1121,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b4073554299042af8f733,1121,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b4073554299042af8f733,1121,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b40cd5542995eb53be8d4,1293,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b40cd5542995eb53be8d4,1293,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b40cd5542995eb53be8d4,1293,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b43735542992d025e67cb,474,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b43735542992d025e67cb,474,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b43735542992d025e67cb,474,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b46e55542995eb53be8e5,253,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7b46e55542995eb53be8e5,253,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b46e55542995eb53be8e5,253,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7b4bc35542992d025e67e0,372,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b4bc35542992d025e67e0,372,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b4bc35542992d025e67e0,372,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b4d765542995eb53be8fe,2643,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b4d765542995eb53be8fe,2643,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b4d765542995eb53be8fe,2643,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b4fee554299042af8f748,1158,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7b4fee554299042af8f748,1158,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b4fee554299042af8f748,1158,comparison,hard,False,True,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b542455429927d897bf92,1662,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b542455429927d897bf92,1662,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b542455429927d897bf92,1662,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b55bc55429927d897bf98,300,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b55bc55429927d897bf98,300,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b55bc55429927d897bf98,300,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b59115542995eb53be923,2511,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b59115542995eb53be923,2511,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b59115542995eb53be923,2511,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b5af7554299042af8f752,1801,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b5af7554299042af8f752,1801,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b5af7554299042af8f752,1801,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b60605542995eb53be931,137,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b60605542995eb53be931,137,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b60605542995eb53be931,137,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b63eb55429931da12ca7e,2823,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b63eb55429931da12ca7e,2823,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b63eb55429931da12ca7e,2823,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b65ab5542997c3ec97144,365,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b65ab5542997c3ec97144,365,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b65ab5542997c3ec97144,365,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b66135542997c3ec97145,532,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b66135542997c3ec97145,532,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b66135542997c3ec97145,532,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b681b554299042af8f767,1575,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b681b554299042af8f767,1575,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b681b554299042af8f767,1575,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b69b155429927d897bfbc,1499,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b69b155429927d897bfbc,1499,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b69b155429927d897bfbc,1499,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b6e1d5542997c3ec9716e,1346,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b6e1d5542997c3ec9716e,1346,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b6e1d5542997c3ec9716e,1346,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b73ad5542997c3ec9718c,55,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b73ad5542997c3ec9718c,55,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b73ad5542997c3ec9718c,55,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b76735542997c3ec9719f,374,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b76735542997c3ec9719f,374,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b76735542997c3ec9719f,374,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b7bed5542997c3ec971bc,361,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7b7bed5542997c3ec971bc,361,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b7bed5542997c3ec971bc,361,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7b7ff75542995eb53be93d,215,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7b7ff75542995eb53be93d,215,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b7ff75542995eb53be93d,215,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7b81715542997c3ec971d4,866,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b81715542997c3ec971d4,866,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b81715542997c3ec971d4,866,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b820c5542997c3ec971d8,245,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b820c5542997c3ec971d8,245,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b820c5542997c3ec971d8,245,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b85c4554299294a54a9d7,1067,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7b85c4554299294a54a9d7,1067,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b85c4554299294a54a9d7,1067,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7b8749554299294a54a9db,249,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7b8749554299294a54a9db,249,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b8749554299294a54a9db,249,comparison,hard,False,True,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b88165542997c3ec971fe,1113,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b88165542997c3ec971fe,1113,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b88165542997c3ec971fe,1113,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b88a85542995eb53be954,2123,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b88a85542995eb53be954,2123,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b88a85542995eb53be954,2123,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b895c5542997c3ec97206,2633,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b895c5542997c3ec97206,2633,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b895c5542997c3ec97206,2633,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b89a3554299294a54a9e3,2020,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7b89a3554299294a54a9e3,2020,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b89a3554299294a54a9e3,2020,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b8cc7554299294a54a9ea,2158,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b8cc7554299294a54a9ea,2158,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b8cc7554299294a54a9ea,2158,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7b8f5e554299294a54a9f6,1910,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b8f5e554299294a54a9f6,1910,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7b8f5e554299294a54a9f6,1910,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7b9f1f554299294a54aa2a,2716,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7b9f1f554299294a54aa2a,2716,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b9f1f554299294a54aa2a,2716,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7b9fac554299294a54aa2f,2480,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7b9fac554299294a54aa2f,2480,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7b9fac554299294a54aa2f,2480,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7ba4765542995eb53be976,2658,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7ba4765542995eb53be976,2658,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7ba4765542995eb53be976,2658,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7ba83f5542995eb53be981,2479,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7ba83f5542995eb53be981,2479,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7ba83f5542995eb53be981,2479,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7bacf35542997c3ec9724b,2797,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7bacf35542997c3ec9724b,2797,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bacf35542997c3ec9724b,2797,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7bae20554299294a54aa96,206,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a7bae20554299294a54aa96,206,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7bae20554299294a54aa96,206,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7bb16f554299294a54aa9f,1162,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7bb16f554299294a54aa9f,1162,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bb16f554299294a54aa9f,1162,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7bb2595542995eb53be99b,1188,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7bb2595542995eb53be99b,1188,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bb2595542995eb53be99b,1188,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7bb7f2554299042af8f7b6,1906,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7bb7f2554299042af8f7b6,1906,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bb7f2554299042af8f7b6,1906,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7bbcd65542997c3ec97268,617,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7bbcd65542997c3ec97268,617,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bbcd65542997c3ec97268,617,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7bcbc8554299294a54aae2,414,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7bcbc8554299294a54aae2,414,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bcbc8554299294a54aae2,414,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7bcd68554299294a54aaf0,2777,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7bcd68554299294a54aaf0,2777,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bcd68554299294a54aaf0,2777,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7bd25a554299294a54ab13,1561,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7bd25a554299294a54ab13,1561,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bd25a554299294a54ab13,1561,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7bd791554299683c1c62c2,352,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7bd791554299683c1c62c2,352,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7bd791554299683c1c62c2,352,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7be1ab5542997c3ec972a9,1094,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7be1ab5542997c3ec972a9,1094,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7be1ab5542997c3ec972a9,1094,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7be2595542997c3ec972ac,63,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7be2595542997c3ec972ac,63,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7be2595542997c3ec972ac,63,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7be5bd5542997c3ec972ba,309,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7be5bd5542997c3ec972ba,309,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7be5bd5542997c3ec972ba,309,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7bf84b5542996dd594b875,2085,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7bf84b5542996dd594b875,2085,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7bf84b5542996dd594b875,2085,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c00a55542996dd594b87e,1124,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c00a55542996dd594b87e,1124,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c00a55542996dd594b87e,1124,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c02c45542996dd594b880,2807,bridge,hard,False,True,False,openai/gpt-4.1-nano,incorrect,0,1,0
5a7c02c45542996dd594b880,2807,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c02c45542996dd594b880,2807,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7c04c85542996dd594b881,1469,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c04c85542996dd594b881,1469,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c04c85542996dd594b881,1469,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c084d5542997c3ec972c8,712,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7c084d5542997c3ec972c8,712,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c084d5542997c3ec972c8,712,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c0aa15542997c3ec972cd,1321,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c0aa15542997c3ec972cd,1321,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7c0aa15542997c3ec972cd,1321,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c221f554299683c1c62d2,2112,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c221f554299683c1c62d2,2112,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c221f554299683c1c62d2,2112,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c22bb554299683c1c62d3,2692,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7c22bb554299683c1c62d3,2692,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c22bb554299683c1c62d3,2692,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7c25035542997c3ec972e5,1766,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c25035542997c3ec972e5,1766,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c25035542997c3ec972e5,1766,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c2819554299683c1c62db,749,bridge,hard,True,True,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7c2819554299683c1c62db,749,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c2819554299683c1c62db,749,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c290c5542990527d55468,868,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c290c5542990527d55468,868,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c2f145542996dd594b8b4,816,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c2f145542996dd594b8b4,816,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c2f145542996dd594b8b4,816,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c3178554299683c1c62e1,211,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c3178554299683c1c62e1,211,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c3178554299683c1c62e1,211,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c35025542996dd594b8d7,1231,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7c35025542996dd594b8d7,1231,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7c35025542996dd594b8d7,1231,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c465a5542990527d5547f,2849,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c465a5542990527d5547f,2849,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c465a5542990527d5547f,2849,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c47c35542990527d55481,1282,bridge,hard,True,False,False,openai/gpt-4.1-nano,incorrect,0,1,0
5a7c47c35542990527d55481,1282,bridge,hard,True,False,False,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7c47c35542990527d55481,1282,bridge,hard,True,False,False,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c4a6455429907fabeef53,2572,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c4a6455429907fabeef53,2572,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7c4a6455429907fabeef53,2572,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c53a855429935c91b515d,528,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7c53a855429935c91b515d,528,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c53a855429935c91b515d,528,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7c54eb554299683c1c62e8,2394,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7c54eb554299683c1c62e8,2394,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7c54eb554299683c1c62e8,2394,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c5a87554299683c1c62eb,2451,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7c5a87554299683c1c62eb,2451,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7c5a87554299683c1c62eb,2451,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c5de155429935c91b5179,2625,bridge,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7c5de155429935c91b5179,2625,bridge,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c5de155429935c91b5179,2625,bridge,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7c64bc5542996dd594b913,849,comparison,hard,False,True,False,openai/gpt-4.1-nano,correct,1,0,0
5a7c64bc5542996dd594b913,849,comparison,hard,False,True,False,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c64bc5542996dd594b913,849,comparison,hard,False,True,False,x-ai/grok-4-fast:free,correct,1,0,0
5a7c66d555429935c91b518f,1994,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c66d555429935c91b518f,1994,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c66d555429935c91b518f,1994,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c6753554299683c1c62f9,1355,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c6753554299683c1c62f9,1355,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c6753554299683c1c62f9,1355,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c68575542996dd594b91c,349,bridge,hard,False,False,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c68575542996dd594b91c,349,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,incorrect,0,1,0
5a7c68575542996dd594b91c,349,bridge,hard,False,False,True,x-ai/grok-4-fast:free,incorrect,0,1,0
5a7c6b6655429935c91b519a,765,bridge,hard,False,False,True,openai/gpt-4.1-nano,incorrect,0,1,0
5a7c6b6655429935c91b519a,765,bridge,hard,False,False,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c6b86554299683c1c62ff,2338,comparison,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c6b86554299683c1c62ff,2338,comparison,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c6b86554299683c1c62ff,2338,comparison,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c6bcc55429935c91b519c,323,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
5a7c6bcc55429935c91b519c,323,bridge,hard,True,True,True,google/gemini-flash-1.5-8b,correct,1,0,0
5a7c6bcc55429935c91b519c,323,bridge,hard,True,True,True,x-ai/grok-4-fast:free,correct,1,0,0
5a7c6d98554299683c1c6304,437,bridge,hard,True,True,True,openai/gpt-4.1-nano,correct,1,0,0
